No.,"
    ","
",Ticker,Company,Sector,Industry,Country,Market Cap,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Avg Volume,Volume,Prev Close
1,AAPL,Apple Inc.,Technology,Consumer Electronics,USA,2725.66B,15.89B,15.81B,0.07%,-4.52%,60.10%,-0.47%,59.59M,"113,095,575",165.79,,
